po_number,disputedAt,disputedReason,original_oeJobId,original_invoice_number,customerName,siteName,resolution_type,overrideNotes,discrepancy_status,discrepancy_type,item,expected_rate,billed_rate,difference_per_unit,gallons,discrepancy_value,overriddenAt,overriddenBy,archivedAt,replacedByJobId
PO49115,2025-12-15T18:15:10.142Z,Billed Pricing was $3.1509 vs. Expected of $3.0366. Please Credit and Rebill.,OE00039838,25-537182,Carrix,SSAT - Seattle - T5 CEM - 3443 W Marginal Way SW,dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.0366,3.1509,0.1143,2100,240.03,2025-12-15T19:23:22.741Z,681260e061771294e67446c4,2025-12-15T19:23:22.741Z,OE00039901
PO49042,2025-12-12T12:47:06.936Z,Billed Pricing was $2.9114 vs. Expected $2.8414. Please correct and issue Credit Rebill,OE00038844,IN-1673226,Carrix,SSA Atlantic - Morehead City - 113 Arendell St Ste 208,dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8414,2.9114,0.07,1417.5,99.22500000000001,2025-12-12T17:41:26.620Z,681260e061771294e67446c4,2025-12-12T17:41:26.620Z,OE00039841
PO49023,2025-12-11T18:42:03.851Z,Expected Pricing vs Billed Pricing issue. Please Credit Rebill,OE00039682,CFS-4462363,Carrix,9999 - Pacific Rail Services LLC - 9050 Strauss Rd,dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.159,3.61368,0.45468,19,8.638919999999999,2025-12-12T03:25:00.078Z,681260e061771294e67446c4,2025-12-12T03:25:00.078Z,OE00039750
PO49023,2025-12-11T18:42:03.851Z,Expected Pricing vs Billed Pricing issue. Please Credit Rebill,OE00039682,CFS-4462363,Carrix,9999 - Pacific Rail Services LLC - 9050 Strauss Rd,dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.159,3.61376,0.45476,83.6,38.017936,2025-12-12T03:25:00.078Z,681260e061771294e67446c4,2025-12-12T03:25:00.078Z,OE00039750
PO49023,2025-12-11T18:42:03.851Z,Expected Pricing vs Billed Pricing issue. Please Credit Rebill,OE00039682,CFS-4462363,Carrix,9999 - Pacific Rail Services LLC - 9050 Strauss Rd,dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.159,3.6137,0.4547,63.5,28.87345,2025-12-12T03:25:00.078Z,681260e061771294e67446c4,2025-12-12T03:25:00.078Z,OE00039750
PO49023,2025-12-11T18:42:03.851Z,Expected Pricing vs Billed Pricing issue. Please Credit Rebill,OE00039682,CFS-4462363,Carrix,9999 - Pacific Rail Services LLC - 9050 Strauss Rd,dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.159,3.61386,0.45486,33.9,15.419754,2025-12-12T03:25:00.078Z,681260e061771294e67446c4,2025-12-12T03:25:00.078Z,OE00039750
PO49020,2025-12-08T17:48:06.314Z,Price should have been $2.5752 vs. $2.5911 that was billed.,OE00039064,RO276634,Carrix,"3310/3416 Carondelet Avenue - Dupo, IL",dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.5752,2.5911,0.0159,326.8,5.1961200000000005,2025-12-10T09:01:49.386Z,681260e061771294e67446c4,2025-12-10T09:01:49.386Z,OE00039645
PO48880,2025-12-08T16:56:30.639Z,"Expected Price was $2.9715 vs. $0.07, Please issue Credit Rebill.",OE00039448,25-532656,Carrix,SSAT - Seattle - T18 CEM - 1359 SW Lander St,dispute_rebilled,,disputed,price_discrepancy,87 Unleaded (w/10% Eth),2.9715,0.07,-2.9015,413,-1198.3195,2025-12-09T20:18:25.501Z,681260e061771294e67446c4,2025-12-09T20:18:25.501Z,OE00039510
PO45786,2025-12-04T21:28:19.034Z,Expecting Price was $3.1027 vs. Billed $3.5017. Please issue Credit Rebill.,OE00039011,182437DD,"Lazer Spot, Inc.","Molson - Site 102138 - Albany, GA",dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.1027,3.5017,0.399,230,91.77000000000001,2025-12-08T17:46:07.368Z,681260e061771294e67446c4,2025-12-08T17:46:07.368Z,OE00039501
PO48663,2025-12-01T14:28:59.635Z,"Per the Schedule, it was only a $50 delivery fee. Please confirm OPIS Pricing, B2 or Dyed ULS2.",OE00039093,27231150,Carrix,PRS - Morrisville - 98 Cabot Blvd E,dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.5375,2.5587,0.0212,1456,30.8672,2025-12-04T00:52:24.706Z,681260e061771294e67446c4,2025-12-04T00:52:24.706Z,OE00039299
PO48663,2025-12-01T14:28:59.635Z,"Per the Schedule, it was only a $50 delivery fee. Please confirm OPIS Pricing, B2 or Dyed ULS2.",OE00039093,27231150,Carrix,PRS - Morrisville - 98 Cabot Blvd E,dispute_rebilled,,disputed,price_discrepancy,Delivery Fee,50,200,150,1,150,2025-12-04T00:52:24.706Z,681260e061771294e67446c4,2025-12-04T00:52:24.706Z,OE00039299
PO45787,2025-11-25T12:02:25.978Z,"Dyed Diesel-Gross Contract Average For Albany: $2.3625
Akins Margin: $.45
Total Price Per Contract: $2.8125
Vendor Billed: $3.49959

Difference: $.68709",OE00038882,182446DD,"Lazer Spot, Inc.","Molson - Site 102138 - Albany, GA",dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.9578,3.49959,0.54179,242,131.11318,2025-12-02T03:06:14.197Z,681260e061771294e67446c4,2025-12-02T03:06:14.197Z,OE00039161
PO48663,,,OE00039299,27239594,Carrix,SSAT - Long Beach - C60 - 1521 Pier C St,dispute_rebilled,,detected,unexpected_line_item,Gasoline (Freight),0,134.84,134.84,1299,175157.16,,,,
PO48663,,,OE00039299,27239594,Carrix,SSAT - Long Beach - C60 - 1521 Pier C St,dispute_rebilled,,detected,unexpected_line_item,Minimum Billable,0,197.33,197.33,1,197.33,,,,
PO48663,,,OE00039299,27239594,Carrix,SSAT - Long Beach - C60 - 1521 Pier C St,dispute_rebilled,,detected,missing_line_item,Freight Charge Diesel,401.4192,0,-401.4192,1456,-584466.3552,,,,
PO48663,,,OE00039299,27239594,Carrix,SSAT - Long Beach - C60 - 1521 Pier C St,dispute_rebilled,,detected,missing_line_item,Delivery Fee,50,0,-50,1,-50,,,,
PO48663,,,OE00039299,27239594,Carrix,SSAT - Long Beach - C60 - 1521 Pier C St,dispute_rebilled,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5375,2.0624,-0.4751,1297,-616.2047,,,,
PO48880,,,OE00039510,25-532656A,Carrix,SSAT - Seattle - T18 CEM - 1359 SW Lander St,dispute_rebilled,,solved,price_discrepancy,87 Unleaded (w/10% Eth),2.9715,2.971501,0.000001,413,0.00041299999999999996,,,,
PO48887,,,OE00039642,RO276634CR,Carrix,"3310/3416 Carondelet Avenue - Dupo, IL",dispute_rebilled,,detected,unexpected_line_item,"A640 Diesel #2 Ultra LS Dyed Winter CRITICAL DESCRIPTION: NA1993, Diesel Fuel, Combustible Liquid, PG III Dyed Diesel, Non-Taxable Use Only, Penalty for Taxable Use",0,-846.77148,-846.77148,-326.8,276724.919664,,,,
PO48887,,,OE00039642,RO276634CR,Carrix,"3310/3416 Carondelet Avenue - Dupo, IL",dispute_rebilled,,detected,missing_line_item,Red Dye Diesel #2 - ULS,841.57536,0,-841.57536,326.8,-275026.82764800003,,,,
PO49023,,,OE00039750,25-536318,Carrix,RTS - Seattle - 4700 Denver Ave S,dispute_rebilled,,detected,unexpected_line_item,154454-1750 ULSD DYE #2 DSL COMBUSTIBLE LIQUID. THIS PRODUCT IS DYED DIESEL FUEL. NON TAXABLE USE ONLY. PENALTY FOR TAXABLE USE. MAX 15 PPM SULPHUR OR LESS. DOES NOT MEET CALIFORNIA SPECS. DYED MOTOR VEHICLE FUEL FOR USE IN ALL NONROAD DIESEL ENGINES. NOT FOR USE IN HIGHWAY VEHICLES OR ENGINES EXCEPT FOR TAX EXEMPT USE IN ACCORDANE WITH SECTION 4082 OF THE INTERNAL REVENUE CODE,0,899.44,899.44,288.2,259218.608,,,,
PO49023,,,OE00039750,25-536318,Carrix,RTS - Seattle - 4700 Denver Ave S,dispute_rebilled,,detected,missing_line_item,Red Dye Diesel #2 - ULS,60.020999999999994,0,-60.020999999999994,19,-1140.399,,,,
PO49023,,,OE00039750,25-536318,Carrix,RTS - Seattle - 4700 Denver Ave S,dispute_rebilled,,detected,missing_line_item,Red Dye Diesel #2 - ULS,264.09239999999994,0,-264.09239999999994,83.6,-22078.124639999995,,,,
PO49023,,,OE00039750,25-536318,Carrix,RTS - Seattle - 4700 Denver Ave S,dispute_rebilled,,detected,missing_line_item,Red Dye Diesel #2 - ULS,200.5965,0,-200.5965,63.5,-12737.87775,,,,
PO49023,,,OE00039750,25-536318,Carrix,RTS - Seattle - 4700 Denver Ave S,dispute_rebilled,,detected,missing_line_item,Red Dye Diesel #2 - ULS,107.09009999999999,0,-107.09009999999999,33.9,-3630.3543899999995,,,,
PO48936,,,OE00039900,25-533655A,Carrix,SSAT - Seattle - T5 CEM - 3443 W Marginal Way SW,dispute_rebilled,,solved,price_discrepancy,87 Unleaded (w/10% Eth),2.3655,2.365533,0.000033,129.4,0.004270200000000001,,,,
PO48933,,,OE00039904,25-533654A,Carrix,SSAT - Seattle - T5 CEM - 3443 W Marginal Way SW,dispute_rebilled,,solved,price_discrepancy,Red Dye Diesel #2 - ULS,3.1893,3.189299,-0.000001,2719.3,-0.0027193,,,,
PO48509,,,OE00040217,1006101R,"Beard Equipment Company, INC.  ","Lake City, FL",dispute_rebilled,,detected,unexpected_line_item,"#473694-011 ULDF2R DIESEL FUEL, ULTRA LOW DYED - SITE ID",0,1067.89,1067.89,335.9,358704.251,,,,
PO48509,,,OE00040217,1006101R,"Beard Equipment Company, INC.  ","Lake City, FL",dispute_rebilled,,detected,missing_line_item,Red Dye Diesel #2 - ULS,946.9692799999999,0,-946.9692799999999,335.9,-318086.98115199996,,,,
PO48877,,,OE00040268,IN-164036A,Kittle Property Group Inc.,"Kittle - Canal Winchester, OH",dispute_rebilled,,detected,unexpected_line_item,Federal Diesel OSR,0,0.48,0.48,225,108.0,,,,
PO48877,,,OE00040268,IN-164036A,Kittle Property Group Inc.,"Kittle - Canal Winchester, OH",dispute_rebilled,,detected,unexpected_line_item,NORA,0,0.45,0.45,225,101.25,,,,
